instruction_term,count,cuisine
areas,1,indian
aloo,1,indian
parathas,1,indian
chutneysauceraitha,1,indian
crumbs,1,indian
sear,1,indian
halfway,1,indian
darkened,1,indian
canned,1,indian
toweling,1,indian
cucumberyogurt,1,indian
spatulas,1,indian
platter,1,indian
agree,1,indian
tandoori,1,indian
ever,1,indian
tried,1,indian
cans,1,indian
rectangles,1,indian
triangular,1,indian
rectangle,1,indian
crosswise,1,indian
per,1,indian
coax,1,indian
heaping,1,indian
spoonful,1,indian
triangle,1,indian
pam,1,indian
swirling,1,indian
tea,1,indian
teapot,1,indian
teacups,1,indian
shallot,1,indian
leaf,1,indian
squeezes,1,indian
critical,1,indian
pink,1,indian
skewer,1,indian
addition,1,indian
lukewarm,1,indian
able,1,indian
strips,1,indian
diagonally,1,indian
ziplock,1,indian
wellcoated,1,indian
squeeze,1,indian
dinner,1,indian
usually,1,indian
evening,1,indian
line,1,indian
circulate,1,indian
cycle,1,indian
measuring,1,indian
touch,1,indian
door,1,indian
charred,1,indian
legs,1,indian
thighs,1,indian
breasts,1,indian
skillt,1,indian
cornstarch,1,indian
nan,1,indian
letter,1,indian
bundle,1,indian
words,1,indian
thirds,1,indian
bundles,1,indian
diamete,1,indian
flouring,1,indian
disc,1,indian
shuffling,1,indian
quick,1,indian
pillow,1,indian
dots,1,indian
gingerroot,1,indian
undrained,1,indian
cutup,1,indian
currybay,1,indian
ca,1,indian
lentilsbeans,1,indian
sautee,1,indian
squeezed,1,indian
pita,1,indian
kofta,1,indian
seam,1,indian
sticky,1,indian
night,1,indian
sit,1,indian
afraid,1,indian
extra,1,indian
levels,1,indian
pack,1,indian
eating,1,indian
falood,1,indian
rosewater,1,indian
floral,1,indian
tastes,1,indian
jam,1,indian
vanilla,1,indian
strawberries,1,indian
whipped,1,indian
components,1,indian
great,1,indian
fist,1,indian
knuckles,1,indian
continuously,1,indian
kneaded,1,indian
oily,1,indian
thats,1,indian
decorate,1,indian
add,155,thai
heat,105,thai
minutes,82,thai
sauce,68,thai
cook,60,thai
rice,59,thai
stir,55,thai
chicken,54,thai
oil,48,thai
water,45,thai
serve,41,thai
bowl,33,thai
lime,33,thai
coconut,33,thai
wok,33,thai
sugar,32,thai
noodles,32,thai
garlic,31,thai
large,30,thai
milk,28,thai
set,28,thai
fish,27,thai
well,26,thai
mixture,26,thai
let,25,thai
aside,25,thai
mix,24,thai
hot,24,thai
paste,23,thai
stirfry,23,thai
stirring,23,thai
cilantro,23,thai
curry,23,thai
cooked,23,thai
medium,22,thai
boil,22,thai
simmer,22,thai
remove,22,thai
ingredients,22,thai
salt,21,thai
pan,21,thai
ginger,21,thai
combine,21,thai
juice,21,thai
place,20,thai
drain,19,thai
serving,19,thai
leaves,19,thai
minute,19,thai
top,18,thai
onion,18,thai
together,18,thai
brown,17,thai
garnish,17,thai
toss,17,thai
green,17,thai
small,16,thai
peanut,16,thai
bring,16,thai
pot,15,thai
slice,15,thai
peanuts,15,thai
remaining,15,thai
half,15,thai
skillet,15,thai
dressing,14,thai
fry,14,thai
make,13,thai
salad,13,thai
tender,13,thai
fresh,13,thai
pepper,13,thai
side,12,thai
meat,12,thai
pour,12,thai
beef,12,thai
seconds,12,thai
low,11,thai
cooking,11,thai
cut,11,thai
dish,11,thai
hours,11,thai
vegetables,10,thai
thin,10,thai
red,10,thai
soy,10,thai
put,10,thai
taste,10,thai
cover,10,thai
sticky,10,thai
high,10,thai
basil,10,thai
onions,9,thai
tomatoes,9,thai
immediately,9,thai
reduce,9,thai
turn,9,thai
warm,9,thai
thai,9,thai
season,9,thai
little,8,thai
chiles,8,thai
soup,8,thai
spicy,8,thai
whisk,8,thai
one,8,thai
butter,8,thai
slices,8,thai
everything,8,thai
mixed,8,thai
broth,8,thai
lemongrass,8,thai
mediumhigh,8,thai
cup,8,thai
thinly,8,thai
grill,8,thai
soaking,7,thai
mushrooms,7,thai
scallions,7,thai
rest,7,thai
chili,7,thai
lemon,7,thai
constantly,7,thai
soak,7,thai
saucepan,7,thai
another,7,thai
desired,7,thai
return,7,thai
adding,7,thai
sprinkle,7,thai
marinade,7,thai
cream,7,thai
golden,7,thai
sweet,7,thai
like,7,thai
using,7,thai
sliced,7,thai
gently,6,thai
liquid,6,thai
jasmine,6,thai
beans,6,thai
tofu,6,thai
chopped,6,thai
boiling,6,thai
lettuce,6,thai
use,6,thai
shallots,6,thai
often,6,thai
oyster,6,thai
allow,6,thai
cool,6,thai
tablespoons,6,thai
sprouts,6,thai
additional,6,thai
zest,6,thai
saute,6,thai
sambal,6,thai
longer,6,thai
transfer,6,thai
shrimp,6,thai
platter,6,thai
continue,6,thai
prepare,6,thai
smooth,6,thai
coat,5,thai
onto,5,thai
vinegar,5,thai
along,5,thai
pork,5,thai
veggies,5,thai
egg,5,thai
want,5,thai
slightly,5,thai
necessary,5,thai
spoon,5,thai
flavor,5,thai
food,5,thai
next,5,thai
optional,5,thai
reserved,5,thai
mortar,5,thai
steamed,5,thai
take,5,thai
eggs,5,thai
first,5,thai
cups,4,thai
carrots,4,thai
crushed,4,thai
adjust,4,thai
peel,4,thai
chile,4,thai
tea,4,thai
recipe,4,thai
combined,4,thai
peppers,4,thai
two,4,thai
soften,4,thai
time,4,thai
strips,4,thai
approximately,4,thai
starts,4,thai
may,4,thai
jalapeno,4,thai
bean,4,thai
done,4,thai
covered,4,thai
tablespoon,4,thai
pasta,4,thai
tbsp,4,thai
soft,4,thai
sesame,4,thai
frying,4,thai
fine,4,thai
noodle,4,thai
thoroughly,4,thai
plate,4,thai
bottom,4,thai
discard,4,thai
processor,4,thai
occasionally,4,thai
mint,4,thai
ground,4,thai
steak,4,thai
pink,4,thai
pestle,4,thai
dried,4,thai
fragrant,4,thai
sit,4,thai
chop,3,thai
reserve,3,thai
deep,3,thai
turmeric,3,thai
nonstick,3,thai
board,3,thai
crispy,3,thai
form,3,thai
thighs,3,thai
temperature,3,thai
rinse,3,thai
powder,3,thai
cold,3,thai
enjoy,3,thai
cutting,3,thai
least,3,thai
consistency,3,thai
fork,3,thai
line,3,thai
bit,3,thai
right,3,thai
according,3,thai
plates,3,thai
needed,3,thai
grinder,3,thai
oils,3,thai
bowls,3,thai
among,3,thai
divide,3,thai
wont,3,thai
garnished,3,thai
trim,3,thai
honey,3,thai
potatoes,3,thai
package,3,thai
drained,3,thai
heavy,3,thai
steamer,3,thai
hour,3,thai
steam,3,thai
still,3,thai
clean,3,thai
heated,3,thai
refrigerate,3,thai
coriander,3,thai
thick,3,thai
lightly,3,thai
last,3,thai
stick,3,thai
rare,3,thai
inches,3,thai
limes,3,thai
grind,3,thai
blend,3,thai
meanwhile,3,thai
cubes,3,thai
mediumlow,3,thai
enough,3,thai
finally,3,thai
kaffir,3,thai
careful,3,thai
white,3,thai
inch,3,thai
bed,3,thai
toasted,3,thai
get,3,thai
forktender,2,thai
soi,2,thai
dry,2,thai
crisp,2,thai
made,2,thai
arrange,2,thai
away,2,thai
reduction,2,thai
andor,2,thai
basting,2,thai
khao,2,thai
leave,2,thai
pick,2,thai
chilies,2,thai
either,2,thai
served,2,thai
pineapple,2,thai
slow,2,thai
wedges,2,thai
paper,2,thai
outside,2,thai
individual,2,thai
preheat,2,thai
room,2,thai
five,2,thai
slowly,2,thai
pieces,2,thai
diced,2,thai
crisptender,2,thai
strain,2,thai
stock,2,thai
salted,2,thai
flakes,2,thai
pretty,2,thai
broccoli,2,thai
salty,2,thai
vegetable,2,thai
evenly,2,thai
ladle,2,thai
really,2,thai
cornstarch,2,thai
people,2,thai
help,2,thai
way,2,thai
even,2,thai
reduces,2,thai
also,2,thai
different,2,thai
keep,2,thai
mango,2,thai
overnight,2,thai
honeychili,2,thai
glaze,2,thai
scrape,2,thai
sour,2,thai
choose,2,thai
tap,2,thai
blender,2,thai
center,2,thai
finished,2,thai
per,2,thai
sure,2,thai
ones,2,thai
teaspoon,2,thai
freezer,2,thai
drizzle,2,thai
start,2,thai
instructions,2,thai
slotted,2,thai
sauté,2,thai
cashews,2,thai
creamy,2,thai
ziploc,2,thai
fat,2,thai
mediumsized,2,thai
lower,2,thai
cuke,2,thai
thicker,2,thai
bamboo,2,thai
finely,2,thai
cous,2,thai
olive,2,thai
seeds,2,thai
med,2,thai
horizontally,2,thai
servings,2,thai
ends,2,thai
skewer,2,thai
marinated,2,thai
ready,2,thai
depending,2,thai
mine,2,thai
used,2,thai
chilis,2,thai
fairly,2,thai
peas,2,thai
satays,2,thai
cucumber,2,thai
raw,2,thai
stand,2,thai
brush,2,thai
garnishes,2,thai
quickly,2,thai
nice,2,thai
diners,2,thai
black,2,thai
minced,2,thai
broiler,2,thai
topping,2,thai
move,2,thai
quick,2,thai
baste,2,thai
grilling,2,thai
colander,2,thai
overcook,2,thai
vertically,2,thai
cardamom,2,thai
prevent,2,thai
glass,2,thai
bag,2,thai
till,2,thai
oven,2,thai
chill,2,thai
dissolved,2,thai
approx,2,thai
straw,2,thai
find,2,thai
process,2,thai
except,2,thai
pitcher,2,thai
bundle,2,thai
dont,2,thai
allowing,2,thai
marinating,2,thai
prepared,2,thai
grass,2,thai
almonds,2,thai
vermicelli,2,thai
cinnamon,2,thai
barbecue,2,thai
seasoning,2,thai
mackerel,2,thai
fridge,2,thai
baggie,2,thai
galangal,2,thai
freshly,1,thai
rolled,1,thai
prepping,1,thai
grated,1,thai
alone,1,thai
andoily,1,thai
lively,1,thai
mashing,1,thai
firm,1,thai
important,1,thai
tossing,1,thai
need,1,thai
go,1,thai
rapidly,1,thai
gentle,1,thai
entire,1,thai
maintain,1,thai
temps,1,thai
increase,1,thai
serranos,1,thai
youll,1,thai
citrus,1,thai
left,1,thai
sticking,1,thai
split,1,thai
plated,1,thai
browned,1,thai
batches,1,thai
slivers,1,thai
stack,1,thai
peeled,1,thai
quinoa,1,thai
kale,1,thai
flat,1,thai
knife,1,thai
potato,1,thai
cumin,1,thai
shoots,1,thai
sriracha,1,thai
sear,1,thai
rested,1,thai
pile,1,thai
romaine,1,thai
bell,1,thai
juices,1,thai
bird,1,thai
sauces,1,thai
dissolves,1,thai
neither,1,thai
smoke,1,thai
gut,1,thai
lengthwise,1,thai
halve,1,thai
cm,1,thai
tray,1,thai
grainy,1,thai
floury,1,thai
pandanus,1,thai
crushing,1,thai
core,1,thai
membranes,1,thai
flours,1,thai
carrot,1,thai
diagonally,1,thai
sift,1,thai
melt,1,thai
making,1,thai
crunchy,1,thai
sweetness,1,thai
nests,1,thai
soaked,1,thai
coffee,1,thai
light,1,thai
would,1,thai
jalapenos,1,thai
stove,1,thai
toast,1,thai
lid,1,thai
wish,1,thai
strong,1,thai
depth,1,thai
dutch,1,thai
items,1,thai
fill,1,thai
testure,1,thai
pam,1,thai
sprayed,1,thai
seal,1,thai
massage,1,thai
cheesecloth,1,thai
parchment,1,thai
sort,1,thai
stackable,1,thai
frig,1,thai
steaming,1,thai
lukewarm,1,thai
minimum,1,thai
scatter,1,thai
cornmeal,1,thai
noted,1,thai
plus,1,thai
shears,1,thai
kitchen,1,thai
matter,1,thai
lengths,1,thai
puff,1,thai
towels,1,thai
lowest,1,thai
manageable,1,thai
bother,1,thai
short,1,thai
fluffs,1,thai
piece,1,thai
around,1,thai
flour,1,thai
second,1,thai
behind,1,thai
nutty,1,thai
interesting,1,thai
meantime,1,thai
thats,1,thai
remainder,1,thai
alternately,1,thai
portion,1,thai
dishes,1,thai
adds,1,thai
etc,1,thai
develop,1,thai
pounds,1,thai
perfect,1,thai
canola,1,thai
retain,1,thai
pistachio,1,thai
nuts,1,thai
budget,1,thai
helps,1,thai
hurry,1,thai
youre,1,thai
note,1,thai
aka,1,thai
microwave,1,thai
batch,1,thai
halfway,1,thai
absorbed,1,thai
cabbage,1,thai
grains,1,thai
odd,1,thai
indicating,1,thai
clear,1,thai
repeatedly,1,thai
quarts,1,thai
motion,1,thai
clockwise,1,thai
counter,1,thai
description,1,thai
begin,1,thai
cleaning,1,thai
signature,1,thai
char,1,thai
broil,1,thai
feel,1,thai
reach,1,thai
purple,1,thai
suggestion,1,thai
included,1,thai
medhigh,1,thai
plenty,1,thai
doe,1,thai
coated,1,thai
absorb,1,thai
extra,1,thai
orange,1,thai
rices,1,thai
order,1,thai
evaporated,1,thai
wee,1,thai
adjustmentsdressing,1,thai
rose,1,thai
simmering,1,thai
meltinyourmouth,1,thai
quality,1,thai
good,1,thai
usevery,1,thai
check,1,thai
grain,1,thai
less,1,thai
essential,1,thai
shred,1,thai
else,1,thai
toddler,1,thai
written,1,thai
decreased,1,thai
increased,1,thai
chiligarlicsauce,1,thai
main,1,thai
yields,1,thai
chiligarlic,1,thai
accompanied,1,thai
decorated,1,thai
edges,1,thai
turned,1,thai
burning,1,thai
unnecessary,1,thai
turning,1,thai
much,1,thai
stays,1,thai
middle,1,thai
working,1,thai
thread,1,thai
marinate,1,thai
plastic,1,thai
harden,1,thai
difficult,1,thai
breast,1,thai
length,1,thai
edible,1,thai
son,1,thai
leaving,1,thai
pods,1,thai
yam,1,thai
momentarily,1,thai
beaten,1,thai
followed,1,thai
tblsp,1,thai
dessert,1,thai
suger,1,thai
spices,1,thai
soon,1,thai
yummy,1,thai
soooooooooooooo,1,thai
inside,1,thai
candied,1,thai
fluff,1,thai
comes,1,thai
crystallized,1,thai
halfandhalf,1,thai
ice,1,thai
break,1,thai
cautiondont,1,thai
discarding,1,thai
strainer,1,thai
wiremesh,1,thai
steep,1,thai
clove,1,thai
run,1,thai
pad,1,thai
squeeze,1,thai
empty,1,thai
later,1,thai
save,1,thai
colors,1,thai
variety,1,thai
combination,1,thai
select,1,thai
day,1,thai
flavorful,1,thai
leftovers,1,thai
inbetween,1,thai
dimension,1,thai
overdo,1,thai
acidity,1,thai
strength,1,thai
brands,1,thai
reached,1,thai
perfection,1,thai
flavors,1,thai
balance,1,thai
finishers,1,thai
square,1,thai
largish,1,thai
crosssections,1,thai
deveined,1,thai
tenderly,1,thai
harder,1,thai
hole,1,thai
drier,1,thai
panfry,1,thai
separate,1,thai
added,1,thai
try,1,thai
step,1,thai
worried,1,thai
tip,1,thai
greens,1,thai
blood,1,thai
handle,1,thai
recommend,1,thai
liking,1,thai
chargrill,1,thai
stirfried,1,thai
server,1,thai
opaque,1,thai
forms,1,thai
tops,1,thai
stalk,1,thai
larb,1,thai
amounts,1,thai
mixing,1,thai
mill,1,thai
spice,1,thai
swirl,1,thai
heatproof,1,thai
softened,1,thai
reserving,1,thai
evaporate,1,thai
begins,1,thai
drops,1,thai
herbs,1,thai
zucchini,1,thai
affect,1,thai
oelek,1,thai
fully,1,thai
pao,1,thai
prik,1,thai
nam,1,thai
serrano,1,thai
translucent,1,thai
drizzled,1,thai
thinner,1,thai
prefer,1,thai
uniform,1,thai
mash,1,thai
peanuttofu,1,thai
mostly,1,thai
tendercrisp,1,thai
divinely,1,thai
amount,1,thai
hit,1,thai
sizzle,1,thai
scant,1,thai
remember,1,thai
throughout,1,thai
cayenne,1,thai
pliable,1,thai
laos,1,thai
vinaigrette,1,thai
whisking,1,thai
generously,1,thai
poured,1,thai
chickenvegetables,1,thai
almost,1,thai
breasts,1,thai
four,1,thai
spatula,1,thai
remains,1,thai
crock,1,thai
frequently,1,thai
book,1,thai
gabriel,1,thai
jeanpierre,1,thai
easy,1,thai
courtesy,1,thai
papaya,1,thai
roasted,1,thai
crush,1,thai
pound,1,thai
mushroom,1,thai
tenders,1,thai
containing,1,thai
meal,1,thai
purée,1,thai
coarse,1,thai
simmered,1,thai
basmati,1,thai
handfuls,1,thai
tamarind,1,thai
palm,1,thai
bay,1,thai
cooker,1,thai
heavybased,1,thai
sinew,1,thai
excess,1,thai
stockwater,1,thai
flipping,1,thai
burn,1,thai
back,1,thai
fast,1,thai
goes,1,thai
started,1,thai
starting,1,thai
warmed,1,thai
nearly,1,thai
shimmering,1,thai
toppings,1,thai
darkened,1,thai
youve,1,thai
tablespoonfuls,1,thai
wilted,1,thai
favorite,1,thai
pinch,1,thai
pout,1,thai
briefly,1,thai
secs,1,thai
colour,1,thai
kikoman,1,thai
asking,1,thai
recipes,1,thai
thicken,1,thai
quite,1,thai
syrupy,1,thai
thickens,1,thai
cilatro,1,thai
size,1,thai
alternatively,1,thai
charcoal,1,thai
venegar,1,thai
ziplock,1,thai
scoop,1,thai
stands,1,thai
dissolve,1,thai
posted,1,thai
refer,1,thai
omit,1,thai
vegetarianvegan,1,thai
placed,1,thai
past,1,thai
add,77,korean
minutes,75,korean
heat,60,korean
oil,50,korean
pan,48,korean
bowl,48,korean
water,47,korean
sauce,47,korean
sesame,39,korean
large,38,korean
cook,32,korean
rice,31,korean
mix,28,korean
stir,25,korean
top,24,korean
salt,24,korean
combine,23,korean
place,23,korean
mixture,22,korean
noodles,21,korean
cut,21,korean
use,21,korean
set,20,korean
serve,20,korean
remove,19,korean
cabbage,19,korean
boil,19,korean
soy,18,korean
ingredients,17,korean
garlic,17,korean
put,17,korean
sugar,17,korean
well,17,korean
beef,16,korean
medium,16,korean
pour,16,korean
let,16,korean
remaining,15,korean
together,15,korean
egg,15,korean
meat,15,korean
aside,15,korean
cover,15,korean
toss,14,korean
drain,14,korean
seeds,14,korean
pot,14,korean
slices,14,korean
green,13,korean
hot,13,korean
simmer,13,korean
pepper,13,korean
half,13,korean
mushrooms,12,korean
pancake,12,korean
stirring,12,korean
side,12,korean
onion,12,korean
pieces,12,korean
steak,12,korean
small,12,korean
sprinkle,12,korean
strips,11,korean
turn,11,korean
skillet,11,korean
chicken,10,korean
fry,10,korean
spinach,10,korean
bottom,10,korean
red,9,korean
one,9,korean
layer,9,korean
slice,9,korean
onions,9,korean
kimchi,9,korean
bring,9,korean
tablespoon,8,korean
whisk,8,korean
transfer,8,korean
ribs,8,korean
make,8,korean
cheese,8,korean
bag,8,korean
cooked,8,korean
teaspoon,7,korean
cup,7,korean
rest,7,korean
immediately,7,korean
thin,7,korean
grill,7,korean
eggs,7,korean
grapeseed,7,korean
saucepan,7,korean
marinade,7,korean
lettuce,7,korean
frying,7,korean
tender,7,korean
vegetables,7,korean
plate,7,korean
cool,7,korean
stirfry,7,korean
vinegar,7,korean
mediumhigh,7,korean
korean,7,korean
done,7,korean
cold,6,korean
batter,6,korean
time,6,korean
drizzle,6,korean
dish,6,korean
scallions,6,korean
refrigerator,6,korean
minute,6,korean
sure,6,korean
tortillas,6,korean
carrots,6,korean
boiling,6,korean
piece,6,korean
ice,6,korean
soup,6,korean
rinse,6,korean
taste,6,korean
marinate,6,korean
tongs,6,korean
seed,6,korean
inch,5,korean
juice,5,korean
hour,5,korean
nonstick,5,korean
base,5,korean
coated,5,korean
vegetable,5,korean
meanwhile,5,korean
onto,5,korean
prepare,5,korean
tofu,5,korean
cakes,5,korean
salmon,5,korean
radish,5,korean
soak,5,korean
flour,5,korean
paste,5,korean
allow,5,korean
return,5,korean
serving,5,korean
eggplant,5,korean
long,5,korean
like,5,korean
least,5,korean
overnight,5,korean
bean,5,korean
carrot,5,korean
sink,5,korean
cream,5,korean
kitchen,5,korean
stand,5,korean
leaf,4,korean
ear,4,korean
wood,4,korean
shiitake,4,korean
sprouts,4,korean
squeeze,4,korean
enough,4,korean
veggies,4,korean
brown,4,korean
ginger,4,korean
cooking,4,korean
drop,4,korean
everything,4,korean
keep,4,korean
spray,4,korean
another,4,korean
coat,4,korean
white,4,korean
reduce,4,korean
mediumlow,4,korean
noodle,4,korean
short,4,korean
cornstarch,4,korean
foil,4,korean
high,4,korean
softened,4,korean
best,4,korean
cutting,4,korean
turning,4,korean
note,4,korean
scallion,4,korean
refrigerate,4,korean
oven,4,korean
gochujang,4,korean
milk,4,korean
low,4,korean
leave,4,korean
hours,4,korean
black,4,korean
ready,4,korean
enjoy,4,korean
wok,4,korean
back,4,korean
two,4,korean
amount,4,korean
fish,4,korean
end,4,korean
hands,4,korean
bake,4,korean
thoroughly,4,korean
eat,4,korean
zucchini,3,korean
apple,3,korean
liquid,3,korean
marinating,3,korean
according,3,korean
flip,3,korean
want,3,korean
coconut,3,korean
lightly,3,korean
spatula,3,korean
preheat,3,korean
inches,3,korean
little,3,korean
whites,3,korean
yolks,3,korean
greased,3,korean
center,3,korean
pork,3,korean
get,3,korean
dissolved,3,korean
tilt,3,korean
fridge,3,korean
roll,3,korean
processor,3,korean
food,3,korean
peppers,3,korean
wrap,3,korean
asian,3,korean
mixing,3,korean
thirds,3,korean
degrees,3,korean
repeat,3,korean
golden,3,korean
chili,3,korean
break,3,korean
continue,3,korean
soft,3,korean
bit,3,korean
browned,3,korean
kim,3,korean
tablespoons,3,korean
chee,3,korean
season,3,korean
become,3,korean
consistency,3,korean
board,3,korean
