instruction_sentence,arousal,valence,cuisine
 slice on the bias into 1/2 inch thick cookies and transfer the boscotti to a wire rack to allow them to cool completely,3.5764702102919435,5.609980481681184,Spanish
 biscotti can be stored in an airtight container for up to 3 days,3.715515097985829,6.092562691131498,Spanish
" mix together the chopped tomatoes, garlic glove, olive oil, salt and pepper",4.217703349282296,6.049999999999999,Spanish
 keep in the fridge until needed,3.9710671936758892,6.304237288135594,Spanish
" to serve, toast 20 slices of baguette",3.65,6.73,Spanish
 spoon a little tomato topping on to each piece of toast,3.4688255659121174,6.040788482731443,Spanish
 tear 5,4.8,3.14,Spanish
6 slices of jamón serrano into pieces and put one piece on each slice of bread,3.7930260645353924,5.39654290679438,Spanish
 heat the oil & garlic in a large frying pan over medium heat,5.661259668508288,4.698709677419354,Spanish
 saute the potatoes for 8,2.95,6.11,Spanish
10 minutes or until lightly browned,3.83,5.28,Spanish
 add the onion & bell peppers and cook for 8,4.241290322580645,6.196147540983607,Spanish
 add the zucchini & eggplant & cook for additional 5 minutes then add the tomatoes,3.9911056674177394,5.967845775628148,Spanish
" season with the spices, pour in the water, & cook for 10",3.797037037037037,6.488955696202531,Spanish
15 minutes more or until all the vegetables are tender,4.353856209150327,5.961192660550459,Spanish
 fill a bowl with water and add the cauliflower florets and lemon juice,4.384568800095738,6.134429357383383,Spanish
  set aside,4.05,5.58,Spanish
" using a large frying pan over medium heat, warm the olive oil",3.989473264439398,5.49537200136863,Spanish
"  add the bread slices and fry, turning once, until golden brown on both sides",3.9547263486242845,6.0500003630659265,Spanish
"  remove from the pan, break into pieces, and place in a blender or food processor",4.917792247977214,5.454717520533649,Spanish
 add the paprika to the oil remaining in the pan,4.15135126565429,5.502945798092465,Spanish
"  over low heat, cook the paprika for 2 minutes to release the fragrance",4.357355558056623,5.524802509250042,Spanish
  add the 2 cups of water and bring to a boil,4.474045174537987,6.419464788732395,Spanish
  drain the cauliflower and add it to the pan,3.667709554140127,5.27313112650757,Spanish
"  season with salt and cook, uncovered, until the cauliflower is tender, 10 ",3.811262626262626,6.4306,Spanish
 15 minutes,3.83,5.28,Spanish
" meanwhile, add the garlic, pine nuts, and parsley to the blender or food processor and pulse until well crushed",4.3171131932795115,6.282532485562387,Spanish
"  when the cauliflower is tender, add about 1/4 cup of the cauliflower cooking water, pulse once, and then transfer the mixture to the frying pan",4.291215885328233,6.097592028985508,Spanish
  stir to mix and cook for 5 minutes over low heat to blend the flavors,5.61501733860663,4.809965312813404,Spanish
 season to taste and transfer to a serving bowl,4.217661349360874,6.071653667688353,Spanish
  serve hot,4.7426415094339625,5.281547987616099,Spanish
" use either immersion blender, food processor or just a blender",5.155240174672489,6.561581027667984,Spanish
 slowly start processing egg yolks and mustard together by adding oil a little at a time (don’t rush it otherwise it will separate),4.222671295924309,5.22054764857735,Spanish
" when reach desired consistency, add lemon juice, white wine vinegar, sea salt and sugar",4.907937310311299,6.296626346292047,Spanish
 process the ingredients until all well blended and the mayonnaise is thick again,5.107096774193548,6.4864016736401675,Spanish
 keeps 1 week in the refrigerator,5.53,5.88,Spanish
 place potatoes in a large sauce pan and add just enough water so potatoes are not completely covered,3.8023577669780906,5.997375301139756,Spanish
 add salt and bring to a boil over high heat,5.094847565708264,5.871682982489616,Spanish
" reduce heat to medium and cook at a lively simmer until potatoes are tender, 20",4.804923511950837,5.468664422989066,Spanish
30 minutes,3.83,5.28,Spanish
 drain,2.94,3.8,Spanish
 return the potatoes to the saucepan and place over low heat,4.261143878831825,4.947795431287891,Spanish
" shake the pan until a light crust forms on the potatoes, about 1 minute",4.642439837810072,5.500367944186307,Spanish
" using a mortar and pestle, mash cumin, garlic, and chilis with salt",5.417358584352322,5.2933420365535255,Spanish
 the mixture should be mashed well,3.9842038216560507,6.968823529411765,Spanish
" add paprika, vinegar and oil, and continue to blend",4.0,6.23,Spanish
 add bread crumbs and mash,5.1451678223444315,5.898406837121021,Spanish
 gradually add water until desired consistency is reached,4.936677307966051,6.311916256387171,Spanish
" serve with spanish cheese (majorero is nice), or over boiled potatoes, with crusty french bread, on fried fish, anything goes",4.871928385775108,5.730759854314528,Spanish
 note: you can puree the tomatoes by hand using a cheese grater or use a mini food,4.225589553674553,6.130234285651371,Spanish
" if doing by hand, discard the tomato skins",3.82,6.25,Spanish
" for convenience, i used a food processor",5.155240174672489,6.183859649122807,Spanish
 toast the walnuts for 5 minutes in a 350 degree oven,3.406049307097466,5.989524065898568,Spanish
 set aside to cool,3.771,6.119130434782608,Spanish
 place all the ingredients in a non,2.95,5.56,Spanish
reactive bowl and stir to combine,5.679429280397022,5.162480916030534,Spanish
 serve immediately,5.41,5.46,Spanish
 this is wonderful on crusty artisan bread,3.6210399219030984,6.698962454582156,Spanish
 rol the raw sausage into one,4.064623225616432,5.391926462597356,Spanish
 or two,3.33,6.3,Spanish
bite sized balls,4.441404255319148,5.002,Spanish
 rinse the dry beans in cold water,4.604044540747191,5.067987313684819,Spanish
" meanwhile, cook the sausage balls over medium heat",4.997538384165084,5.660348780851765,Spanish
" put the beans, sausage, ham, chicken and bones into the pot with 8 cups of water",4.323765092026916,5.701824880014246,Spanish
" bring to a boil, then reduce heat and let simmer, covered for two hours",5.1074093397119045,5.202295971145884,Spanish
" the chicken should be very tender, almost falling apart",3.7749165978347037,5.176245554352868,Spanish
 remove the bones and bring the remaining stock and meat back up to a boil (if there isn't a lot of liquid you can add more water),4.629586537668925,5.4038725408785835,Spanish
" add the cabbage, potato, rice, pasta shells, garbanzo beans and salt and pepper",4.5142422802850355,6.33066484134468,Spanish
" cook for another 30 minutes, or until the potatoes and rice are tender",4.049054878048781,6.429858953675962,Spanish
 grill or toast bread slices,4.178605396464386,6.649282685607799,Spanish
" rub grilled bread with garlic halves, then rub tomato halves into bread",4.017251594521461,6.552426590802311,Spanish
 really mash them on there,4.791591656561603,5.636096439506226,Spanish
 the idea here is to soak the bread tops with the tomato juices,4.244371692391279,6.364983606338427,Spanish
 discard tomatoes,3.82,6.25,Spanish
" drizzle bread with good olive oil to taste, then sprinkle with some sea salt",4.016944841424658,6.2367191248842575,Spanish
 serve hot,4.7426415094339625,5.281547987616099,Spanish
 now you're in heaven,5.61,7.3,Spanish
 preheat oven to 400 f (200 c),2.95,6.16,Spanish
  place onions in small baking pan and rub with olive oil,4.042977768206703,5.537597613043291,Spanish
" roast in oven for about 1 hour, until tender when pierced with a fork",4.175644881706543,6.14126229897749,Spanish
"  allow to cool enough to handle, then peel and slice ½ ",3.7103738755134934,6.048195095211371,Spanish
" meanwhile, using a fork, prick the eggplants in several places and place them in a separate baking pan",4.050473775475839,5.3842573235215285,Spanish
 add the tomatoes to the pan and place in the oven along with the onions,3.4919097556027903,5.858569104485962,Spanish
" roast the tomatoes until the skins blacken, about 15 minutes, let stand until cool enough to handle, then peel and cut into cubes",4.359020345517871,5.835853493774044,Spanish
" continue roasting eggplants until soft but not mushy, about 45 minutes",4.203877551020408,6.019285714285715,Spanish
" let cool, then peel and tear into large strips",4.8,3.14,Spanish
 set aside to drain in a colander,3.5079069767441857,4.83574912891986,Spanish
 set oven to broil (grill),3.442105263157895,5.854015748031496,Spanish
" stem, seed and remove ribs (pith) from bell peppers",5.8339207920792076,4.708150470219436,Spanish
" place, cut sides down, on a baking sheet",4.723096602558746,5.412074486825485,Spanish
 broil (grill) until the skins blacken and blister,4.1,2.88,Spanish
" remove from the broiler (grill), cover loosely with aluminum foil, and allow to cool for 10 minutes, and then peel away the skins",4.674178395574792,5.398698252561603,Spanish
 cut into long narrow strips,5.0,3.64,Spanish
" in small bowl, whisk together the 1 cup (8 fl ounce/250 ml) oil, lemon juice, and garlic",4.26595744680851,5.412198581560284,Spanish
 season with salt and pepper,3.811262626262626,6.4306,Spanish
 add to eggplant mixture and toss to coat well,4.453417008175425,6.37320104382726,Spanish
 taste and adjust the seasoning,3.6663080684596574,6.5119865319865315,Spanish
 garnish with parsley and serve,3.9005411764705884,5.760286532951289,Spanish
 prick the sausages all over and place into a dish,4.156887325767057,5.31660915373834,Spanish
" pour the wine over the sausages, then add the black peppercorns and crumbled bay leaves ",4.086852610030706,6.198090741871944,Spanish
 cover and leave to steep in the marinade for 24 hours,4.508505263157895,4.929230769230769,Spanish
" drain the chorizo sausage and cook them on a well oiled, medium",3.818033241365847,6.102664161262178,Spanish
"hot griddle pan for about 6 minutes each side, or until evenly browned and crispy",4.259766894923466,5.4794065281899105,Spanish
 slice the sausages thickly and skewer with a toothpick,5.0,5.02,Spanish
" serve alongside other tapas style dishes, such as olives, cubes of cheese and crusty bread",4.403734742211696,6.284481842691161,Spanish
 this recipe can also be cooked on the barbeque ,3.6248842408107995,6.433700307331769,Spanish
 to great effect,4.037984031936127,7.219148936170213,Spanish
" in a large pot put layers of onions, tomatoes, fish, peppers and potatoes",3.8735514428313316,5.539485542611349,Spanish
 make layers until ingredients are over,3.6414110429447852,5.820584192439863,Spanish
" on top put parsley, laurel leaf, saffron and salt",3.877532460193024,5.915350415930642,Spanish
" sprinkle with wine, water and olive oil",4.161502513070507,5.849407386726534,Spanish
 take to the stove and let cook in a small flame for about 45 minutes,4.909927586637031,5.228765935716607,Spanish
 shake the pan once in a while,6.022800982800982,5.3870588235294115,Spanish
" do not stir, just shake the pan",6.022800982800982,5.3870588235294115,Spanish
 melt 1 tablespoon of the olive oil and 1 tablespoon of the butter in a medium pan,3.830861144772589,5.256541825797708,Spanish
 add the onion and garlic,4.0,6.23,Spanish
 sauté for a couple of minutes,5.1044347826086955,5.94794425087108,Spanish
" then add the capers, dijon mustard, lemon zest, lemon juice, tomatoes, 3/4 cup of the wine, and stir until well blended",5.131897206080448,6.334057136436078,Spanish
 season with salt to taste and the red pepper flakes,4.49455602288461,6.481417523880433,Spanish
 put on low heat to simmer while you sauté the scallops,4.767906963384148,4.631245205563456,Spanish
 melt the remaining olive oil and butter in a small pan and cook the scallops until nicely browned on both sides,3.957608141861753,5.269164769478622,Spanish
" add the scallops to the sauce, along with the remaining 1/4 cup of the wine, and the parsley flakes",3.5886499904525486,5.774485002131335,Spanish
 stir,7.67,5.0,Spanish
 simmer on low for 10,3.3928269230769232,4.513166144200627,Spanish
season with salt if needed,3.811262626262626,6.4306,Spanish
  serve immediately with some good bread for sopping the yummy sauce,4.595230504312467,6.650374478508874,Spanish
 heat oil in a deep pan and add rind of 2 lemons,5.104259395857642,5.23250173973556,Spanish
 cook until browned,4.44,6.16,Spanish
 place aniseeds in a small sieve and fry in the same oil,4.083479510400044,4.945064229183513,Spanish
 set aside and drain,3.5079069767441857,4.83574912891986,Spanish
 allow oil to cool,3.462136743871187,5.773056133056134,Spanish
 whisk eggs until creamy and fluffy,3.455193914482339,6.625492369009429,Spanish
" slowly add sugar, lemon rind and aniseeds, liquor",4.331632170670635,5.55098476952079,Spanish
 take four tablespoons of the oil used to fry lemon rind and aniseeds and add to mixture,4.678563826687424,5.331757055566353,Spanish
" add flour and baking powder bit by bit, mixing well each time to make a dough",4.627395983046558,6.077822945472256,Spanish
 knead dough on a floured surface and make donut shapes by taking a large spoonful of dough and rolling it between hands and joining well to make donut shape,4.443726010383108,6.06677695878903,Spanish
 heat the oil again and fry doughnuts until browned,5.681314685314685,4.561405109489051,Spanish
 drain and roll in sugar,3.976969152532051,5.4291315396343816,Spanish
 allow to cool before storing in an airtight container,3.156896551724138,6.617341389728097,Spanish
 prepare batter sift flour and salt together in a large mixing bowl,3.924453110931489,4.97542750919019,Spanish
 make a hole in the center of the flour,5.028318777292576,5.601969111969112,Spanish
" in a small mixing bowl, stir and dissolve the dry yeast in the lukewarm milk",4.906202805261341,4.928141184933298,Spanish
water mixture,4.97,6.61,Spanish
" once dissolved, pour the dissolved yeast into the center of the flour",6.34,5.3,Spanish
 stir in just enough flour from around the bowl to make a thick batter,4.813521569755235,4.84486105833973,Spanish
" allow to rise with your hand, grab about a teaspoon of the flour from the side of bowl and sprinkle it over the top of batter",3.8157009679446916,5.449542938000577,Spanish
" cover bowl with a kitchen towel and leave in a warm place, away from any draft",3.6920145849161896,5.699453313378284,Spanish
" allow batter to turn spongy, about 15 minutes",3.617006859752614,4.967842741935483,Spanish
 cream butter and sugar in a medium,4.168340664261068,6.081380704794917,Spanish
"size mixing bowl, use a hand mixer or whisk to beat together the butter and sugar",4.504482858333772,5.6042804001606,Spanish
 the mixture should be smooth and creamy,3.815062765907095,6.392877792378449,Spanish
 set aside,4.05,5.58,Spanish
" put grated orange and lemon rinds, eggs, brandy and water to the bowl with flour misture",4.40751178450875,5.89905785019343,Spanish
 the dough will be sticky,4.357870609187229,5.850881242375539,Spanish
 combine ingredients and let rise beat flour mixture until it is elastic and smooth,5.198180147058823,5.453297872340426,Spanish
 beat in butter,4.088046709129512,4.903584905660377,Spanish
sugar mixture and mix until the dough is smooth,5.4225956284153005,6.488049244271087,Spanish
" dough should be formed into a ball, then covered with oiled plastic wrap",4.995504908277301,5.9445185988476155,Spanish
 cover bowl with a kitchen towel and leave it again in a warm place and allow to rise until doubled in size,3.4629350978431113,5.751242377468986,Spanish
 this will take approximately 1,4.022646370023418,5.881830985915492,Spanish
" while you are waiting for the dough to rise, grease a large baking sheet with vegetable shortening and set aside for use later",4.621689829261769,5.700460482058628,Spanish
" if you will use a baking stone, no need to grease it knead, roll and let rise once dough has doubled, remove plastic wrap and punch dough down",4.796918452341618,5.31496057029775,Spanish
 lightly flour a clean counter or cutting board and place dough on it,3.7975164442721447,5.531996010753352,Spanish
3 minutes,3.83,5.28,Spanish
" then, using a rolling pin, roll dough into a long rectangle, about 2 feet long and 5",4.392877602829159,5.590480237793561,Spanish
 roll the dough on the long side into a sausage shape,4.2401282854589555,5.662565562572436,Spanish
" carefully place the dough onto the large baking sheet or stone and connect the ends together, forming a ring",4.649417884107619,5.739297980625298,Spanish
 if you will hide a bean or a small foil,3.9220746228816594,5.1075421863536326,Spanish
"wrapped, ceramic figurine in the cake, now is the time to tuck it under the dough",5.197809330628803,5.826609195402298,Spanish
 cover with oiled plastic wrap again,5.28,5.32,Spanish
 leave in a warm place and allow to double in size,3.3751021745133536,5.817653775442168,Spanish
 this will take about 1 to 1 1/2 hours,4.022646370023418,5.881830985915492,Spanish
 decorate and bake heat oven to 350f degrees,4.810940659259032,5.971021287994238,Spanish
 lightly beat the egg white in a bowl,4.20640715975187,5.381039070668483,Spanish
 uncover the dough and brush the top of the cake,5.007048284876574,6.76475965222026,Spanish
 decorate the ring with the candied fruit pieces,4.36193039927516,6.358808491170169,Spanish
 push them into the dough slightly so that they do not fall off,5.584815826314461,5.016064721916139,Spanish
 place in oven and bake for about 30 minutes or until golden,3.6840933475287247,6.074360348476104,Spanish
 allow to cool on a rack before serving,3.5148869537375806,6.2156190213325395,Spanish
 heat 2 tbsp of oil in a pan over medium,5.160058055152395,4.828,Spanish
"high heat and add the onion and garlic, reducing the heat to medium and cook until they are soft and translucent",5.227509203484043,5.650841491541164,Spanish
" while the onion is cooking, add the other 2 tbsp of olive oil to another pan and heat over medium",4.650984387422692,5.221593428186607,Spanish
high heat and add the cubed zucchini and cook for 10 minutes,4.688350864517957,5.765196005292511,Spanish
 strain off the liquid and add the cooked zucchini to the onions and cook together for another 2,4.380327296061137,5.6067156747035884,Spanish
3 minutes,3.83,5.28,Spanish
" add a little salt and pepper as well as the parsley, oregano and lemon juice to the vegetables",4.321409258061993,6.603963687618497,Spanish
" then add a dash of salt to the beaten eggs and add them to the vegetables, cooking over medium heat while stirring and tossing the eggs and vegetables",4.554641653924952,5.587466533187406,Spanish
 the eggs will  be broken up when then are done,4.124189641796467,5.787801158176526,Spanish
 toast the walnuts in a cast iron skillet until lightly toasted and fragrant,4.057162158872362,6.007311307520082,Spanish
 set aside to cool,3.771,6.119130434782608,Spanish
 whisk the oil into the apple cider vinegar,3.8447948164146872,5.303276836158193,Spanish
 add salt and cracked black pepper to taste,4.588687561214496,6.102906458432015,Spanish
 set aside,4.05,5.58,Spanish
" combine the apples, cheese, chives, and walnuts in a salad bowl",3.6334467120181406,5.514847457627119,Spanish
 toss gently,4.27,5.42,Spanish
 divide and arrange the romaine lettuce onto 4 salad plates,3.924873643469682,5.271143679584004,Spanish
 place the salad ingredients onto each plate,3.542040792970588,5.669275607691377,Spanish
 drizzle each serving with the simple vinaigrette,4.037405857740586,6.354705882352941,Spanish
 garnish each serving with a lemon wedge,4.920701357466063,5.990711743772241,Spanish
 preheat the oven to 375º,2.95,6.16,Spanish
 sauce: slowly melt the butter over medium,3.269704433497537,4.869163498098859,Spanish
low heat,6.046388888888888,3.850476190476191,Spanish
 add all of the flour at once and stir until there are no lumps,6.036037296037296,5.518529411764706,Spanish
 cook the butter and flour slowly over medium heat while stirring for about 4 minutes,4.297381464771972,5.070602867721975,Spanish
 remove from the heat and set aside,6.0964748527102,4.520991735537191,Spanish
 heat the milk over medium heat until it almost boils,6.066666666666666,4.690586319218242,Spanish
 pour the hot milk into the flour and butter mixture and stir rapidly until it all comes together into a smooth sauce,4.6518394968971,5.643588808747721,Spanish
 put the mixture back over medium heat and cook for a couple minutes until it thickens and add salt and pepper to your taste,4.93702336913721,5.670232652590904,Spanish
 add more milk if necessary to make thin enough to easily pour out of the pan,4.351036707099206,6.026077632478993,Spanish
 wash and cut the cauliflower into small florets,4.481052631578947,4.1720930232558135,Spanish
 arrange half of the cauliflower on the bottom of a small baking dish,3.9759942775305293,5.364937527809017,Spanish
 crumble the egg over this lower layer and add the anchovies if using,3.9968448292715606,5.182182392292888,Spanish
 sprinkle the parsley over the layer and add a light layer of the cheese,3.514760328496015,6.168084758825681,Spanish
 now add the remaining cauliflower in the top layer,4.0422213967655605,5.882543774577346,Spanish
 cover with the remaining cheese and pour the sauce over the entire dish,4.5411779939807495,5.858920970467889,Spanish
 add the remaining butter in small chunks over the top of the dish and bake for about 30 minutes or until the top is golden brown and the cauliflower is cooked,4.241650579057479,5.993951586911769,Spanish
" cut the pork, chicken and sausage into 1"" pieces",4.213980906823997,5.23980165649145,Spanish
" in a large  pan heat the oil and fry the meat, with the garlic, tomato puree and chick peas",4.513927662529271,5.382684553922811,Spanish
 stir well and cook for 3 minutes,5.2214712585086405,5.941861042780588,Spanish
" wash the rice in cold running water , to removes excess starch",5.237703011422638,5.735822222222222,Spanish
 add to the pan,4.083876651982379,5.775632183908046,Spanish
" add the water, crumble the stock cube and add to the pan with the turmeric and peas",3.9147253948650906,5.972161853582792,Spanish
" bring to the boil, cover the pan, reduce heat to minimum cook for 12 minutes",5.013603575288115,5.0171066028675595,Spanish
" turn off the heat, leave the pan covered for ten minutes",4.211506382137804,5.348455375131966,Spanish
" make sure that the rice has absorbed all of the water, and is almost dry",4.460827754440876,5.6285312438779735,Spanish
 check seasoning and adjust to taste,3.5765793931926684,6.522764999548498,Spanish
 fluff up the rice with a fork,3.7583168316831683,5.68420091324201,Spanish
 put rice into an oven proof dish,4.209554247715644,5.8199103176998355,Spanish
" beat the eggs, pour over the rice and place into hot oven till eggs have formed a crust on top of the rice",3.809027207253743,5.711348824513096,Spanish
 serve,5.41,5.46,Spanish
" in a small bowl, pour enough cool water over the blanched almonds to cover and let them soak for 15 hours",4.096905600741573,5.786141869721984,Spanish
" remove the bread crust, cube it and press it down to make a cup",5.303464393253229,5.2421733321569475,Spanish
 let it sit overnight,2.95,5.36,Spanish
 remove the crust and cube a ¼ cup of bread for the topping,5.708482142857143,4.777707006369427,Spanish
 let it sit to dry out overnight,3.9154205435847205,5.26529177305848,Spanish
" the next day, pour heavy cream over the 1 cup of bread cubes, enough to absorb without making them too wet",4.2232230975536,5.637101773061962,Spanish
" as we stir the ingredients, the dried bread will absorb enormously",4.865313087879602,5.943684418926946,Spanish
 let it rest for 15 minutes,3.0699568965517243,6.359999999999999,Spanish
 drain the blanched almonds and reserve 2 tablespoons for garnish,3.4380618556701035,5.111342281879194,Spanish
" in the jar of a blender, add soaked bread, blanched almonds, chicken broth, sherry vinegar, chopped garlic, ground sea salt and white pepper",3.948977255714187,6.067393755066934,Spanish
 place the lid and remove the cap,4.760745707445324,4.994705882352941,Spanish
" on low speed, process the ingredients until blended, about a minute",4.090627055143669,5.084182670572147,Spanish
 taste and adjust if necessary before restarting the blender,5.22,6.66,Spanish
" in a slow stream, pour in the extra virgin olive oil",3.9967207469075667,5.2879383596591305,Spanish
" when the oil is all incorporated, taste again and adjust if necessary",4.753616161616161,5.386401179941004,Spanish
" pour the soup into a large bowl, cover and transfer to the fridge for at least 6 hours",4.713264555981508,6.184644613321413,Spanish
" about 10 minutes before serving the soup, add a couple tablespoons of oil to a small skillet over medium heat",4.990280729483025,5.271100954280414,Spanish
 add hot paprika and stir to blend with the oil,4.9547475881577885,5.362868565882515,Spanish
" when it gets hot, add the ¼ cup of bread and toss it around until well coated",4.486996288414182,6.344031988216182,Spanish
" toast them until they get a nice golden color, about 3 to 4 minutes",3.9274250804600674,6.367825241794689,Spanish
 remove from the heat and add a few bread cubes in the center of the bowl filled with soup,5.191119709227393,5.411817716047922,Spanish
" add chopped blanched almonds on top, place some grapes around and finish with olive oil drops",3.6837541599585375,5.560971940536783,Spanish
 whisk egg whites with the salt until stiff peaks form,4.458738086958141,5.426103346274952,Spanish
 set aside,4.05,5.58,Spanish
 beat egg yolks with the sugar until light and fluffy,4.352060760538112,6.098474822532479,Spanish
 add the butter and half of the flour,3.531895734597156,5.693636363636364,Spanish
 gently fold in half of the egg whites,4.081832229580574,5.53546052631579,Spanish
 then fold in the remainder of the flour and last the rest of the egg whites,3.4526199902650037,6.448081748032808,Spanish
 heat oven to 450 degrees fahrenheit/ 240 degrees celsius,4.558365853658537,5.311898734177215,Spanish
"grease and line a baking sheet with wax paper, then grease the wax paper again",4.183678551915957,4.995633499912409,Spanish
 then spread batter evenly onto sheet,5.041370967741935,4.367582417582417,Spanish
 bake for aprox,5.1,6.17,Spanish
 7 minutes or until firm and pale but not golden,4.529272532624533,5.397239253719077,Spanish
" while it bakes get your filling ready and set a moist,clean towel on a clean flat surface, which should be big enough to cover the entire cake",3.908156292464009,6.04933219643608,Spanish
" remove the cake from the oven and quickly invert it onto the towel, remove the paper and spread dulce de leche and top with marmalade on top and roll the cake",4.622280403339553,5.78265531501337,Spanish
 wrap cake with the towel and refrigerate up to a day before or 3 hours minimum,3.7952347598979044,6.622086609472804,Spanish
 remove and decorate,6.358533916849016,5.2504,Spanish
" fill a large soup pot with water, enough to submerge the octopus",4.364540926142304,6.1061896308672265,Spanish
" cut onion in half and add to water, along with the bay leaves",4.009048358208955,5.925002571190472,Spanish
 some will say that also adding a wine cork (yes a wine cork) will ensure a tender octopus,4.222196462424714,6.2078155628393175,Spanish
 you are within your rights to use your culinary judgement on that particular point,4.0473976560109675,5.611540597234841,Spanish
" hehe bring the water to boiling, and submerge the octopus 3 or 4 times, to scald it basically",5.088807157057653,4.673575757575758,Spanish
 bring the water back to a boil and place the octopus in the water,4.121327420519562,5.876034539293911,Spanish
 this time we will leave it in there,3.6513456786357112,5.396990315736403,Spanish
" reduce heat to a simmer, and cook the octopus 20 minutes",4.954818991395593,4.937162346521146,Spanish
 a larger octopus will require longer cooking time,3.7570134790128193,6.315571622620746,Spanish
 up to 45 minutes,3.83,5.28,Spanish
" remove from water, and slice diagonally into rounds (ovals really)",5.4398186114487865,4.616774791473587,Spanish
" the slices should be about 1/2"" thick",3.43,6.18,Spanish
 presentation: arrange potato rounds on a plate or wooden serving tablet and top each with a slice of octopus,3.821125907309336,5.781478422980711,Spanish
" the potato should be about the same size as the octopus slices, if not, then cut potatoes accordingly",3.3336166965809464,5.690644729639316,Spanish
 liberally sprinkle paprika and sea salt over all and drizzle with extra virgin olive oil,3.9614700186831797,6.090087417751726,Spanish
 you may wish to garnish with chopped parsley,3.749684684684685,6.692870813397128,Spanish
 preheat oven to 450 degrees,2.95,6.16,Spanish
" season the flour generously with salt and pepper (depending on the size of your fillets, you may need extra seasoned flour)",3.3845047740216803,6.534461138804325,Spanish
" dredge the skin side of the hake fillets in the seasoned flour, shake off the excess, and set aside",4.904996391166461,5.320488710570983,Spanish
 heat a shallow flameproof casserole over high heat until you can feel the rising heat,5.321696815478139,5.445628346248104,Spanish
"  add the oil and heat until hot, about 30 seconds",4.789893591473346,4.894964373085054,Spanish
" add the hake fillets, skin side down, and cook for about 3 minutes until the skin is golden brown",4.5778873704225145,5.7835781344569295,Spanish
 turn the fish over and season with salt and pepper (to taste),3.9147780496329947,5.988278343451707,Spanish
" pour in the wine and add the garlic, scallions, and parsely",4.393305084745764,6.104848484848485,Spanish
" transfer the casserole to oven and bake, uncovered, for 5 minutes or until the fish flakes easily",3.689563291544875,5.988543976914759,Spanish
 the first step is to remove the skins from the almonds,6.501526776466767,5.3997076023391815,Spanish
 the best way to do this is to simply buy them already skinless,4.488679245283018,6.330900987417202,Spanish
" if none are available, you will have to boil the skins off",2.76,6.83,Spanish
 put the almonds in a pot of boiling water and let sit until the skins become very soft,4.078343359573726,5.91303572857925,Spanish
" with time, the skins will dissolve or slide off easily when stirred",3.8594433581708323,6.434607182221312,Spanish
 boiling the almonds is a pain,6.5,2.13,Spanish
 crush or otherwise pulverise the almonds into a coarse powder,4.582329411764706,3.7548000000000004,Spanish
" if you boiled your almonds to get the skins off, then smash them (or put them in a strong blender while adding some water) into a mush",5.080753460216087,5.562694225702249,Spanish
 in a large bowl/container add the 2,4.0,6.23,Spanish
5 liters of water with a pinch of salt,4.682613409870047,5.476367615847188,Spanish
 slice and add the lemon,4.5114377529479786,5.857187064851492,Spanish
 now mix in the almond powder (or mush),2.89,6.05,Spanish
 cover the container and let it sit at room temperature for 2 hours,3.722775201734313,5.403459856330304,Spanish
" when the two hours are up, add the sugar and cinnamon stick",4.198186623366826,6.5226271193615135,Spanish
 stir until sugar is completely dissolved,6.722004889975551,5.743245033112584,Spanish
 strain the liquid with a fine cloth,3.8495789442619794,5.296046810790828,Spanish
 this removes all of the larger particles of almond,2.89,6.05,Spanish
 strain until texture is smooth (twice should do it),4.836892778993436,5.203018867924529,Spanish
 keep the drink in your fridge and it will stay good for at least five days,4.058576143668138,6.473234146156096,Spanish
" for a truly divine experience, put some in your freezer until it is an icy slush",4.1349878573381424,5.3624842124108625,Spanish
 combine first 4 ingredients in a small saucepan,4.38646942800789,5.967575757575758,Spanish
" cover, reduce heat, and simmer 40 minutes or until done",4.672643435265032,5.2831116794543895,Spanish
" stir in chopped parsley, black pepper, salt, and tomatoes",5.4920957095709575,5.429672723813147,Spanish
 cook 3 minutes,4.1586823529411765,5.563870967741936,Spanish
 remove from heat,7.373621052631577,3.8827814569536425,Spanish
 preheat oven to 400°,2.95,6.16,Spanish
 place stuffed peppers in an 8,2.95,5.56,Spanish
inch square baking dish coated with cooking spray,4.317749256361791,5.798319352908331,Spanish
 sprinkle evenly with manchego cheese,3.6764940239043824,6.755634517766497,Spanish
 bake at 400° for 10 minutes or until peppers are thoroughly heated,4.7410202468866665,5.637186544342508,Spanish
" garnish with parsley sprigs, if desired",5.0983798882681555,6.458181818181819,Spanish
" marinate oranges and onion in olive oil, vinegar, salt and pepper for 15 minutes to one hour",3.721158104968504,5.72490099267867,Spanish
 add to salad greens and toss,4.03146027040381,5.762623107951597,Spanish
 remove the top shell from the mussels and arrange them on a platter,4.357174702454165,5.476389772424125,Spanish
 sprinkle the mussels evenly with the peppers and onion,3.55,6.72,Spanish
 drizzle liberal amounts of extra virgin olive oil over the platter,4.4446962839983435,5.71166690861303,Spanish
 generously squeeze lemon juice over the ingredients,5.0658495638814545,6.143196205876136,Spanish
  season to taste with salt and pepper,4.223193188984653,6.503570528876084,Spanish
 it's best to have all of your ingredients prepared before you start cooking,4.334722450097079,6.762380636521908,Spanish
" prepare the rabbit by separating the legs, cutting remaining meat into small slices and lightly salting",4.231140618657822,5.3240791148443725,Spanish
